score;txt
3;Produto bom, veio faltando uma peça, mas sei que a loja resolvera o problema, afinal compro aqui há anos e nunca tive problema. Recomendo!
3;quero saber o motivo de não ter sido entregue o produto - 2 pares de anjos de rede
3;O prendedor é ótimo.
3;O produto é ruim, não funciona e não firma adequadamente na cabeça, sai facilmente durante a noite
3;Realizei a compra de duas unidades dessa luminária pendente, recebi somente uma unidade, na entrega recebi a nota fiscal com a quantidade de duas.
3;Ainda nao recebi o produto mas o rastreamento dos correios consta que o mesmo já está aqui e BH. Continuo aguardando
3;Produto chegou antes do prazo,material bom
3;A imagem da pintura é perfeita, igualzinha do anúncio. Porém, achei o material pouco resistente e não tem acabamento nas bordas das peças. Mas é lindo!
3;Tive que ir aos correios para retirar meu produto, sendo que paguei o frete de R$ 7,52, os quais requeiro o seu reembolso, como medida da mais lídima justiça!
3;Bom
3;comprei um relogio de 730e paguei 25 de frete e a loja envia PELO CORREIO E AINDA VIA PAC.
3;01 kit foi entregue. Falta o outro.
3;Produto vazando.
3;A loja não informa que o produto e chinês...e infelizmente os Correios não ajudou tive que retirar o produto na cee...deveriam mudar o meio de entrega paguei pela entrega e tive que retirar na cee.
3;OTIMO
3;A pulseira do relógio veio com duas manchas.
3;Faltou o kit do teflon que foi cobrado $10,00 a mais.
3;Até agora não recebi, tem coisas que chega atrasada. Outras chegam no prazo certo. As toalhas estão atrasada.
3;sempre compro com voces,porem dessa vez o produto que comprei deu problema no prazo de entrega
3;Produto veio torto
3;Entrega feita no limite do prazo. Sem necessidade.
3;Excelente produto, somente o frete q/ foi muito salgado. Porém o produto, é de qualidade!...
3;Produto nao é original.
3;Falta de organizaçao, o produto veio incompleto
3;aguardando o produto desde dia 13
3;Não posso opinar não usei ainda!
3;Produto entregue antes do prazo. Fiquei satisfeito e recomendo a loja.
3;o produto ainda não chegou no destino recomendado.
3;Aguardando o produto chegar ainda, tem 1 mês que foi feito o pedido.
3;A entrega ocorreu no prazo estipulado.
3;Material muito ruim, não recomendo!
3;Produto com detalhes no inox, arranhado, solda mal feita e sinais de ferrigem
3;Houve um atraso na entrega......deveria ter recebido ate o dia 13/11/2017 e recebi no dia 18/11/2017
3;Gostaria de saber quando chega minha encom
3;onde eu moro os Correios sempre fala que zona de risco,isso atrapalha muito a entrega de qq produto.
3;As medidas não correspondem às descritas na informação do produto. Tendo 2cm a menos na largura e comprimento.
3;A entrega do suporte foi ótima, muito rápida, pena que a TV ainda não foi entregue e eu não tenho o que fazer com o suporte sem a TV. Espero que nas próximas compras entreguem tudo junto
3;mo produto é bom, mas tem que ser melancia pequena, grande ele não tem capacidade para cortar.
3;fornecedor correto e produto excelente
3;comprei, já paguei e ainda nã recebi
3;Produto dentro do anunciado. Obrigada!
3;Somente algumas panelas um pouco amassadas, mas tirando isso super recomendo, as panelas são ótimas.
3;S
3;Os produtos foram entregues em dias diferentes, o que gerou reclamação na entrega do primeiro pacote.
3;Entrega muito eficiente
3;Bom
3;Por favor envie o outro jogo de tapete de sapinho
3;Ainda não recebi o produto, acredito que o prazo dos correis foi muito longo.
3;Comprei 2 produtos, só chegou 1. Eu acho que deveria dar como entregue quando chegar os dois. Certo. O suplemento Dhea 50ml chegou, mais a creatina Black skull 300g ainda não chegou.
3;Compra cancelada e mesmo assim lançada indevidamente no meu cartão de crédito.
3;nao ecebi prodoutos
3;ficou faltando o das dez toalhas..a de cinco foi entregue..estou aguardando retorno,,
3;a empresa entregou fracionado o produto, comprei duas embalagens, a entrega de uma ocorreu em um dia e a outra depois de 3 dias
3;paguei o boleto duas vezes queria saber se recebo meu dinheiro de volta?
3;Não recebi o produto
3;Produto conforme descrito, porém o fone de ouvido só funciona um dos lados.
3;disket veio quebrado preciso manual instalacao
3;Não recebi o produto
3;O produto veio errado
3;Só descobri que o produto não chegaria em casa depois de pagar pelo frete, tive que ir buscar no correio.
3;Produto entregue dentro do prazo, entretanto veio com um amassado na ponta do Long...
3;Só recebi um produto está faltando o outro
3;fui bem atendido, mas o valor cobrado foi divergente do valor apresentado no site(desconto de 5% pela forma de pagamento). mas tudo ja foi resolvido.
3;Produto entregue rapidamente, o produto corresponde com a imagem ilustrativa, tanto no modelo quanto cor.
3;obg a todos
3;Ok
3;aguardo para saber como vão resolver o problema
3;O produto veio conforme o pedido e dentro do prazo, mas fiquei chateado pq a caixinha de veludo veio danificada, provavelmente pelo transporte. Vou ter q gastar para comprar outra.
3;FORAM ADQUIRIDAS 4 UNIDADES. ATÉ O MOMENTO SÓ FORAM ENTREGUES 2 UNIDADES
3;Gostei do produto, embora espera outra que seria de outra forma, a bíblia que comprei veio sem os títulos de cada capitulo.
3;Fiz a compra dos três itens, porém a cadeira até hoje não foi entregue, estou no aguardo de uma posição urgente!
3;Eu recebi o produto, entretanto o wireless do controle fica oscilando e ele funciona melhor somente ligado diretamente no Xbox.
3;O produto é bom, mas peca um pouco na dificuldade de olhar a hora.
3;Eu recomendo
3;Boa tarde, motivo é o seguinte
3;Prazo para entrega muito longo.
3;Recebi aparelho na cor errada solicitei preto recebi bco mas tudo bem sem problema aparelho e bonito
3;Recebi as lentes de contato com o grau errado pedi
3;Eu recebi apenas o sapatinho de marca Bebella. O outro sapatinho de silicone não veio junto.
3;bom dia, infelismenti tivi que cancelar devido a situaçao em q o governo,estao colocando nos professores contratados,assim q as coisas forem resolvidadas quero comprar,mas obrigada,
3;tudo ok
3;A cortina perderia se mais alta
3;Não posso culpar a loja, porém é deprimente não receber até o momento a encomenda por culpa dos CORREIOS.
3;Recebi antes do previsto,mas ainda não testei, por isso não dei nota maior.
3;Estou no aguardo...
3;gostei do produto e a entrega foi bem antes do prazo indicado.
3;nao recebi ainda
3;Boa
3;A cor é creme e não totalmente branco como descrito.
3;Boa noite fui pedalar hj usando uma das lanternas e ao chegar em casa percebi que a lente que protege a lâmpada saiu usei apenas duas vezes vcs podem resolver isso nunca tive problemas com o site
3;Faz pouca coisa .
3;Foi entregue . Perfeito.
3;Anida não montei o produto, mas parece tudo bem.
3;Produto chegou conforme esperado. Para quem estiver interessado, pode mandar vê!!
3;almofadas lindas porem meu pedido paguei por 6 almofadas e foram entregues 5
3;Compatível com o valor ,a entrega super rápida. Parabéns pra lojas!!!
3;Comprei a capinha do moto Z2 e a capinha que chegou foi no moto Z
3;"\"Ainda não recebi o produto, por isso dei \"\"não\"\" em \"\"recomendaria\"\"! \""
3;estou aguardando a chegada do produto
3;As cortinas são bonitas, porem o material não é dos melhores, e o acabamento deixa um pouco a desejar. Mas no geral deixa o ambiente mais elegante.
3;Bom o produto. Só não gostei do prazo de entrega, muito demorado.
3;Chegou, porém não no prazo estipulado na hora de gerar o pedido
3;Na realidade comprei dois produtos nesta loja e foi entregue só 1 por enquanto e sem nota fiscal.
3;Mal colocada, ficou com uma bolha grande no centro da tela do celular
3;As anilhas de 25 kg ainda não chegaram
3;nada de mais
3;O relogio em si é bom mas, esperava q tivesse os ponteiros no fundo em vez de um adesivo mas ta bom.
3;No encarte do anuncio estava tamanho 1,00 x 2,20 quando comprei apareceu 0,80 x 2,20 como a minha janela e de 0,80 não vou trocar mas o meu pedido era de 1,00
3;Bom dia esta faltando um cpmonjo de mesa que esta junto com a colcha.
3;Gostei muito, só pensei que o material fosse mais resistente.
3;O produto é bom, mas veio com os parafusos das dobradiças soltando. Tivemos que mudar as dobradiças de lugar.
3;Produto chegou dentro do prazo informado .
3;Foi comprado 02 bico injetor e só chegou 01, ainda está faltando entregar mais um 01 bico da compra realizada
3;Produto entregue com atraso. Correios, que já foi referência, agora está muito ruim.
3;entrega muito demorada e ainda mandaram na cor errada
3;Achei muito pequeno o produto.
3;Produto recebido é o correto, mas teve significativo atraso na entrega.
3;Comprei um produto e não foi entregue sob alegação de que não havia mais no estoque.
3;Vou começar a usar espero por resultados favoráveis!!!
3;Demorou muito para chegar
3;Nao recebi o meu produto ainda
3;So recebi uma unidade, comprei dois aparelhos pretos.
3;produto bom forte mais tem hora que funciona tem hora que não com poblema na tomada mais fora isso muito boa maquina
3;O material parece de camelo pelo preço não vale
3;Achei o prazo de entrega muito longo.
3;poderia colocar mais essência no perfume.Achei fraco. O outro contratipo do SI (OUI da Linn Young é bem mais concentrado e dura muito.
3;No anuncio falava que era de couro, porem não era de couro
3;Percebi q havia pedido a voltagem equivocada assim q enviei o pedido. Tentei ligar, fazer contato pelo site, enfim todas as possibilidades! E não consegui fazer contato. Estou pedindo a devolução
3;Achei que a qualidade fosse melhor.
3;boa
3;cabo de conexão é curto.Só com extensão para usar. E a tomada vermelha (220w) está invertida. Para ligar a lavadora, o fio dela encosta na parte superior do transformador, e aquece....perigoso.
3;Gostei porém achei q a peça menor ficaria encaixada do cel , mas ela solta com muita facilidade !
3;Recebi o produto que pedi, porém achei a mochila muito desalinhada, bamba. A parte da frente mais curta que a de trás.
3;Entregou dentro do prazo, e o produto correspondeu as minhas expectativas, muito lindo ficou ótimo na minha sala rs
3;Recebi apenas um , comprei 3.
3;Sim porque outros produtos foram entrego no prazo determinado.Só não estou insastisfeito porque essa entrega não foi cumprido com o prazo previsto, estou esperando há quase 40 dias.
3;ok
3;O produto é compatível com o preço.
3;Produto de boa qualidade , só não sei dizer ainda quantos ao benefícios
3;Película bem tecnológica, aparentemente mito boa para proteger a tela do smartphone, mas parte das bordas não ficaram bem aderentes à tela do smartphone.
3;Recebi dentro do prazo, para mim não teria elástico e veio com elástico, diz que é branco mas veio amarelado o mosquiteiro.
3;produto de qualidade
3;Entrega parcial. Faltando chegar a Base do Bebe conforto.
3;das outras vezes que houve a necessidade de compra para esta empresa o produto mesmo com o prazo longo de entrega recebia bem antes e isso foi mto bom, pois deixa o cliente mais satisfeito.
3;O produto chegou direitinho e muito rápido. Igual o da foto. Porém, sendo um carregador, aquesce demais, a ponto de não ser possível pegar com a mão. Risco de queimar algo de tão quente.
3;Para recomendar preciso ter 99% de certeza. Não recebi o produto até hoje. Vocês não sanaram meu problema. Atendimento confuso a resposta de vocês a minha solicitação não foi precisa, e até hoje nada.
3;O produto é muito fraco. O encaixe é ruim e se solta sozinh dificultando a diversão.
3;Sei que não é culpa do produtor, mas essa capinha não protege a câmera
3;O produto é como imaginei, muito bom recebi tudo corretamente.
3;PRODUTO MUITO BOM PENA QUE VEIO UMA TACA QUEBRADA
3;As duas capas que comprei são boas, mas não são bem o que é anunciado. Valem pelo custo beneficio do preço. mas não espere um produto mega top.
3;Jarra pequena. Com apenas 400ml
3;Produto aparentemente bom , ainda não testei todas as baterias
3;Demorou mas chegou tudo certo.
3;O produto recebido não correspondeu às informações de descrições do mesmo quando do ato da pesquisa antes da compra.
3;Parece ser problemas do correio. Continuo aguardando o produto.
3;Não recomendaria por causa do atraso na entrega.
3;Bom
3;O mosquiteiro deveria ser tamanho unico e colocar o tamanho com a metragem.
3;"As bolsas chegaram bem antes do prazo, no entanto a bolsa grande veio com pequenas avarias; uma parte está descosturada e o acabamento dentro não estava tão bom quanto o da pequena, que veio perfeita."
3;Comprei duas pelúcias e só chegou uma unidade. Está faltando a pelúcia do emoji diabinho.
3;Depois de montado o produto não inspira muita segurança....
3;Comprei sem querer porque não tinha a foto do produto, mas minha filha adorou!!!
3;É bm mas o material é pouco fraco, precisa melhorar
3;o produto não é tão bom ... achei meio ralezinho
3;o produto de péssima qualidade !
3;Bom atendimento, mas ao fazer o pedido certifique-se que seu nome está com completo bem como seu cpf, caso contrário pode ter transtorno ao receber o produto
3;preciso de ajuda este meu produto veio quebrado e desde que recebi estou entrando em contato com vocês e não tive nenhuma resposta.preciso de ajuda por favor ou vou procurar outros recursos me ajudem.
3;O produto veio com defeito e atraso na entrega.
3;O problema da capinha que recebi é que não da pra usar o carregador usando a capinha, tenho que tirar a capa para colocar o celular pra carregar.
3;Produto lindo como no site uma pena que houve atraso na entrega.
3;O relógio é muito bonito. Porém, achei o frete caro.
3;Conprei um de 220v e quando chegou era 110v
3;Veio com alguns defeitos, em alguns lugares está descolando
3;Foi entregue no prazo então tá ótimo
3;Sem opinião.
3;O material não é tão bom
3;Recebi a película trincada, solicito a troca. A capa recebe certinho.
3;abs cdsf fsdfasd
3;Demorou pra chegar, mt barulhento...resolve o problema
3;O produto foi entregue sem nota fiscal do vendedor. É a segunda compra que faço na Americana que vem sem nota, e o mesmo produto. Não me lembro se a 1a vez foi desta mesma empresa.
3;Embora não tenha meu problema resolvido, em relação com a nota fiscal , que não veio contando o valor do frete pago , estou sem solução até agora...
3;Achei a capa muito fina e com caimento simples. Pela foto achei que fosse mais acolchoada a capa e não é.
3;Comprei 2 unidades,porém, só recebi 1 unidade do produto.
3;Exatamente o q esperava
3;Útil e prática para a limpeza.
3;O relógio escolhido, esgotou.E não tinha um outro agradável para substituí-lo. E até hoje a impressa não entrou em contato, como vocês confirmaram. Espero, sinceramente, que seja resolvido.
3;Não recebi meu produto ainda, pois o mesmo se encontra no correio ainda.
3;Bom
3;"\" Preciso de ajuda ! O produto chegou no prazo porém não ficamos satisfeitos com as cores oferecidas. Seria possível troca de produto?Ou devolução para uma nova compra? E a cor \"\"escarlate\"\" NÃO funciona\""
3;A peça maior veio com a tela solta , as bordas veio sem encaixe. Quadro muito frágil.
3;Produto entregue dentro do prazo.
3;Coloquei quatro pilhas AAA para carregar após pouco tempo uma das pilhas novas que vieram com o carregador estourou. Portanto não sei se o problema foi o carregador ou a pilha que estava com problema.
3;Prazo estabelecido de forma extremam ente longa. Demorou muito
3;Comprei 2 unidades, cada uma com 4 peças. Porém só recebi uma unidade. Veio faltando uma unidade.
3;So queria receber meu produto mais nao chegou ainda
3;O produto chegou todo amassado, não é de qualidade e não veio nota fiscal.
3;então,mesmo o produto sendo entregue no prazo,ele ainda teve uma demora de quase 15 dias
3;A loja vendeu e entregou tudo certo, porem não compro mais, o correio nao entrega em casa. Fui buscar na central, as duas vezes teve barraco, e paguei pra entrega ksa, nao me sujeito mais protesto.
3;MERCADORIA NÂO CHEGOU
3;O prazo era de 07 a 14 dias.
3;O produto não
3;Produto bom.
3;A entrega está dentro do prazo, que é 8/11/17.
3;Muito bom a compra
3;Bom
3;a entrega foi feita no prazo, a qualidade do produto é regular, mas se for comparada ao preço está bom e fica bonito. Quanto a loja tudo ok.
3;Colocando a capa contra a luz, vejo que ela tem uma parte sem a tinta, não sei se eh apenas estético ou se isso irá deixar passar água
3;O prazo de entrega foi longo demais
3;EU FIZ A COMPRA DE 3 CORTINA, RECEBI APENAS DUAS, O QUE ACONTECEU COM A TERCEIRA CORTINA?
3;A demora para entrega e rastreamento do produto foi muito dificultosa
3;Recebi o produto e recomendo. comprei 03 relógios e eles atendem minha necessidade, perém um deles veio trincado.
3;Tirando a demora..o produto chegou e gostei do material ficou muito bonito em ninha sala
3;Bom
3;O produto apresenta claros sinais de uso, com algumas partes desgastadas. Definitivamente não é novo.
3;Nesta compra aconteceu que o produto veio errado mas o problema já foi solucionado
3;Prazo muito longo para entrega
3;Produto chegou dentro do prazo. Só que o prazo é muito grande pra um produto pequeno. Sinceramente não comprarei mais nesta loja , devido a um prazo muito grande para entregar um produto.
3;Recomendo, porém a película veio com problemas.
3;Lindo, só faltou uma caixa bonita.
3;O produto em si é bom, mas não veio os parafusos de fixação.
3;Loja de confiança e entrega dentro do prazo porém por falta de um SAC fica complicado de resolver alguns assuntos,em relação a mercadoria fiquei um pouco frustrado por ser um produto de baixa qualidad
3;Eu preferia que TODO o pedido fosse entregue em um só dia.
3;FIQUEI SATISFEITA
3;Comprei três unidades de um mesmo produto e me entregaram apenas duas.Mas estou aguardando,pois o prazo para entrega é até dia 07/05/2018.Só acho que, se é o mesmo produto,deveriam entregar tudo junto
3;Eu recebi o produto,mas fiquei muita chateada da forma como ele estava quando abri a embalagem...o produto estava um pouco danificado, estava descascado, arranhado.
3;ÓTIMO PRODUTO EM TODOS OS ASPECTOS, PORÉM COMPREI 02 E SÓ RECEBI 01, ESTOU ESPERANDO UMA RESPOSTA PARA SABER SE IREI RECEBER A OUTRA LUMINÁRIA.
3;A PELICULA ANUNCIADA É DE VIDRO E VEIO DE SILICONED
3;O produto foi entregue com algumas avarias.
3;não tem como dar opinião por enquanto porque o produto ainda não teve tempo de ver o efeito se realmente adianta mas espero que sim
3;Não gostei do produto o cabelo fico só um pouco platinado quase nada= não vale o valor que está sendo vendido
3;Produto ok, no entanto a cor é ,mais escura que a da imagem do anuncio.
3;A espada que chegou n foi a que pedi, veio cor e tamanho diferente.
3;Comprei um kit para casael e um para solteiro. Apesar de tê-las comprado no mesmo carrinho, paguei dois fretes e as encomendas vieram separadas. O de solteiro não foi entregue na minha casa e retornou
3;Recebido no prazo, porém a parte externa da caixa apresenta um grande amassado, como se tivesse caído de quina. Farei um serviço c/ eletricista e instalarei o relógio. Aí verei se esta tudo OK mesmo.
3;Ainda não conferi
3;Não recebi
3;pensei que todas eram grande + veio tudo certo
3;Tirando a demora ok
3;Não recebi meu pedido, como devo proceder para uma nova postagem ?
3;mas não serviu na minha impressora - HP OFFICEJET J4660 - PRECISO TROCAR ,, AGUARDO
3;O produto é bom mas não deu certo com o espaço que desejo iluminar.
3;Não foi entrega total da mercadoria, só entregaram 01 kit sendo que na nota fiscal foi faturado 02 kits
3;bom
3;Comprei 2 cartuchos com o mesmo vendendor e só recebi um. Sei que pode ser entregue separadamente. Mas não consigo rastrear o outro produto que não chegou, pois aparece que toda a compra foi entregue.
3;Não recebemos a mercadoria até hoje
3;Bom
3;Recebi apenas um controle, porém comprei dois. A nota fiscal consta exatos 2 controles.
3;Eu ia fazer uma avaliação, mas é limitado os caracteres. Se não posso falar tudo que quero não faz sentido avaliar.
3;bom
3;Eu esperva que o produto fosse um pouco melhor.
3;Bom
3;na foto tinha tinta canon mais quando chegam os frascos é de outra marca
3;O Produto poderia ser melhor
3;Pensei que o travesseiro fosse mais alto.
3;Chegou no prazo dado pela transportadora
3;A capa ficou enorme no colchão de berço tamanho padrão, não gostei
3;Tive que ir buscar
3;Produto atende as expectativas de uso. Entrega super rápida.
3;Olá, gostaria de dizer que a entrega aconteceu antes do prazo, porém a cortina pessoalmente é bem menor do que na foto.
3;Muito bom
3;Produto perfeito, a única reclamação foram as baterias que vieram gastas fazendo com que o ganhador do presente não pudesse ver todas o som e luz do brinquedo. Frustrante !!!!
3;Ainda não posso avaliar o produto pois não usei. Achei que servia em qualquer válvula mas vou ter que comprar uma. Fora isso, o produto foi entregue até antes do prazo previsto.
3;O conjunto de Potes chegou certo e no prazo, mas o produto em si deixou a desejar.
3;A qualidade do produto deixa a desejar, pois é muito frágil, longe do original.
3;Ótimo, chegou bem rápido!!!
3;Recebi uma unidade somente até agora a Colcha Giovana, falta a Colcha Beatriz.
3;Olá, o produto veio com o conctor faltando. Por favor, podem me enviar?
3;Achava se tratar de produto original Samsung, alem de pagar frete e ter que buscar nos correios
3;Poderia ter vindo com manoal em português , sem ele é complicado entender ??????
3;Estou aguardando a entrega da película e capa transparente.comprei 2 televisões, 3telefones e outros produtos.Sempre recebi.Falta os produtos mencionados. Porque?
3;A loja está de parabéns. Obrigado pela atenção e atendimento. Produto chegou!
3;Demorou muito a entrega.
3;Só não entendi porque tive que retirar no correio!!!
3;Comprei a maquina para meu esposo porem ele usou e disse que para acabamento e excelente porem fraco para cortar cabelo.
3;fis a compra equeria a cor vermelho e veio outra cor
3;Produto entregue no prazo.
3;m
3;Muito obrigada pelo atendimento
3;só deveria se um pouco mais rápido a entrega
3;O produto é ótimo, mas infelizmente veio com uma parte do acrílico danificado
3;Os fones vieram jogados e as caixinhas em cada embalagem individual, nao gostei do produto ,achei de baixa qualidade.
3;Recomendo a loja, mas o produto não. Vieram faltando prendedores.
3;Chegou no prazo, porém amassada! Muito amassada! Como foi enviado pelo correio, não tivemos como devolver. Chegou fora de embalagem, embalado em plástico e papel.
3;Gostaria de trocar o produto, pois o mesmo foi entregue avariado
3;"Amassado - isso ocorreu com a carteira que necessito e desta vez não o suficiente para eu pedir troca; o cinto veio solto em caixa e preso por fita. Receio em comprar desta maneira se não há cuidado.."
3;GOSTEI MUITO DO TRAVESSEIRO. Veio no prazo, que aliás acho longo demais. De São Paulo para o Rio demorar mais de 15 dias,. parece brincadeira.
3;chegou no prazo
3;O produto veio em uma caixa de papelão em tamanho ideal, mas a bateria veio solta no interior sem nem uma embalagem para proteger o flat da mesma....
3;Eram duas cadeiras chegou apenas uma
3;Recebi o produto em tempo e da forma que eu pedi, recomendaria.
3;foto uma, produto outro tesoura sim modelo diferente....da foto da compra
3;"\"Preciso do meu produto\"\" urgente!!!"
3;Comprei 2 kits e recebi só 1.
3;comprei 5 unidades de um mesmo utem e me foi cobrado 5 fretes. Terrivel
3;Só avaliei 3 estrelas por enviar em separado as memórias, sendo comprados em uma única vez. Frete duplo. Poderia ter desconto no frete quando comprados em várias unidades
3;Produtos e bom ,porém ainda não consegui acessar ele via pc.
3;Apesar da embalagem ser da HP, o cartucho não era original. Além de possuir erro de grafia (Cian em vez de Cyan), o formato do cartucho era diferente e a impressora não o considerou original.
3;ok
3;Produto de baixa qualidade. Esperava mais
3;Obrigado
3;Uma das araras veio torta, os furos para fixação na parede também não são alinhados.
3;Chegou dentro do prazo e intacto, pelos Correios não teve erro.
3;Na imagem e na descrição o produto possui espetos com cabo em inox e o produto recebido tem espetos com Cabo de madeira.
3;Recebido a pouco, ainda n tomei
3;Deveria ter fotos reais do produto. No caso do relógio, deveria ter uma foto no pulso pra saber mais ou menos o tamanho real. Esse que recebi é um mini. Parece relógio que ganha quando compramos doce.
3;O produto é bom, só o tamanho um pouco pequeno.
3;Estar faltando receber o escanear automotivo.
3;PÉSSIMA QUALIDADE DO PRODUTO. SACOLA FICA SOLTA, NÃO HÁ ALGO QUE TAMPE E FIXE-SE A TAMPA. QUANTO ARREPENDIMENTO.
3;O produto chegou em perfeitas condições. Mas foi constatado atraso na entrega e solicitei retorno sobre a entrega que não recebi. O produto chegou dentro do prazo sem atualização da sua localização.
3;O produto demorou mais de 45 dias para chegar
3;Boa tarde, o correio retornou com o meu produto para o fornecedor. Como faço para que seja enviado novamente?
3;Demorou demais.
3;não gostei do tempo informado da entrega, mesmo tendo vindo antes, foi muito exagerado
3;NÃO
3;Foi entregue apenas as almofadas , a miniatura de fusca eu não recebi . E não conssigo falar com
3;Podiam entregar com mais agilidade
3;dentro do anunciado.
3;Ainda não recebi o pedido, não sei garantir se recomendaria essa loja
3;Achei bem magrinho. Diferente da foto.
3;Foi enviado o tamanho para cama de casal (1.38 x1.88) sendo que comprei para cama tamanho queen (1,68 x 1,98). Já solicitei a troca.
3;O cubo shengshou 6x6 está quebrado.
3;Paguei a taxa de entrega, mas tive que ir retirar o produto no correio, mesmo tendo enviado um e-mail, recebi uma resposta eletrônica genérica que não me ajudou em nada
3;Eu não recebi minha mercadoria, mas eles enviaram, porém o correio não fez a entrega por isso a responsabilidade é do correio que está muito irresponsável
3;Comprei o produto na cor rosa e veio na cor preta. Gostei do produto, é ótimo, mas não veio na cor que eu comprei
3;Eu recebi o produto em partes , recebi so um kit ,esta faltando o outro.
3;Recomendo
3;Não recebi nenhuma estampa da foto
3;Relógio não é o que eu esperava
3;Não entregaram um dos cartuchos
3;Quero saber o que aconteceu que meu produto não foi entregue até hj.
3;Meu relogio nao chegou
3;Demorou mas chegou. A produção foi lenta. Envio após confirmação de pagamento também. No mais, a greve dos caminhoneiros afetou a entrega.
3;Chegou no prazo, porém o prazo definido era muito grande. Há uma demora muito grande
3;Realizei a compra de dois cartuchos de tinta preto e, apesar da entrega correta, no tempo correto, não veio acompanhado de nota fiscal tampouco me foi enviada por email. Vou tentar novamente contato.
3;Excelente produto, correto, bem embalado mas com entrega excessivamente demorada, considerando que o mesmo é um medicamento.
3;Acho que os produtos deveriam ter as medidas, achei muito pequena a bolsa térmica do Corinthians. Gostaria de comprar vim cooler e não compro porque não tem medidas.
3;COLOQUEI COMO NÃO POIS SO VEIO UM PRODUTO E FICOU FALTANDO O OUTRO.
3;Gostei Pra Fica melhor queria ter ganhado brindi.
3;Apesar de ocorrer a compra e entrega devidamente, o produto apresentou problema na qualidade. Comprei um kit de capa e película, porém a película na grudou na tela como deveria e logo depois cAiu,
3;Recebi no dia 09/07/2018 apenas o relógio, a luminária não
3;Não sei ainda , pós o que eu comprei não chegou
3;Não era bem o produto da foto
3;Apenas não recebi emails de confirmação de compra nem andamento do pedido. Nem da stark e nem da loja.
3;so o preco que nao foi bom, encontrei o memo produto 300% maisa barato.
3;Produto veio embalado corretamente porém mesmo assim a lata veio amassada demais, sorte que não durou ou vazou nada. Produto excelente
3;Demorou um pouco, mas chegou.
3;Faltou especificar o diâmetro da panela na descrição do produto
3;Ótima loja, pena que meu produto ainda não chegou!
3;Recebi o produto bem antes da data prevista para entrega, porém o produto veio em dois pontos rachados. Não sei em que momento isso ocasionou.
3;Bom
3;Foram super-educados comigo mas, a pedido foi de um marreta de 50 ccm e, o que recebi foi de 25 centimentro.
3;O suporte que comprei na 1ª compra gostei muito, por isso resolvi comprar mais um para dar para o meu irmão.
3;ainda estou aguardando
3;5
3;O produto cumpre a função, porém ao ligar na tomada ele fica inclinado. Mesmo que rode a tomada adequadamente ele permanece tortuoso
3;Lâmpada com iluminação correspondente a mais ou menos uma lâmpada de 50W e qualidade do som razoável.Ponto muito negativo-controle remoto não funcionou,precisei por bateria nova e mesmo assim falha
3;Até o momento estou satifeito com esse site .
3;Precisa melhorar no prazo de entrega, deveriam deixar de trabalhar com os correios o mesmo esta deixando muito a deseja.
3;O produto estava com a embalagem violada, porém, testei e não tinha nenhum item faltando no conteúdo.
3;A mercadoria não foi entrega por causa dos correios que enviou a mesma paraum local de retirada de dificil acesso.Em outra cidade.
3;Loja boa!
3;tudo certo recebi o produto
3;Não recebi o Travesseiro Duoflex Natural Latex LN1102 50x70x16 cm acqua.
3;Lindo, porém muito menor muito menor mesmo do que eu imaginava.
3;Xxxdf
3;Não recebi o produto, o mesmo foi cancelado a pedido antes do faturamento.
3;Sempre comprei no baratheon e nunca tive problemas poren as duas últimas compras deixou a desejar. .
3;Comprei um kit com 4 peças, mas só entregaram duas está faltando duas, quando entregarem o restante aí eu recomendo o site
3;Site e loja bom
3;Rápida entrega e eficiente.
3;Meu pedido continha dois produtos comercializados pela targaryen. Apenas o saca-rolhas chegou. As prateleiras para livros infantis Quarto Bebê-60 cm - 2 peças ainda não chegaram.
3;Tenho o tocombox energy hd e nao funciona o controla..ja pedi a solicitação de devolução
3;Espero receber no meu produto mesmo q fora do prazo, assim posso mudar minha opinião sobre a loja
3;Muito bom o produto e chegou no prazo recomendo
3;Produto bom - nem mais nem menos - entrega demorada, mas dentro do prazo.
3;comprei dois produtos iguais e recebi apenas um
3;Produto chegou antes do prazo.
3;Um dos pincéis veio duplicado e outro faltando, e alguns pincéis estava com as pontas amassadas, de forma que não retornará ao formato original.
3;Comprei 3 produtos e só recebi um.
3;recomendo
3;Bom
3;Os cartuchos da impressora vieram com defeito. O preto não funciona e o colorido não funciona a cor vermelha.
3;A mesa veio com um risco no tempo, isso me deixou desanimada mas resolvi ficar pelo trabalho que daria a devolução
3;demorou a chegar e a mandar o número de rastreio
3;Não fui informado que os produtos seriam entregues separados.Quando tentei contato pelo telefone de atendimento ao cliente das lannister achei péssimo.
3;O unico problema é queéo aplicativo nao avisa o andamento do produto
3;Nossa.... Nunca comprei algo nas lannister que demorasse tanto..... Pensei em desistir. Mas de qualquer forma, o relógio é bom
3;O produto foi entregue dentro do prazo, mas o produto que recebi não foi da cor que pedi. Como veio preto, nem me incomodei em reclamar, ia dar muito trabalho. Acabei ficando.
3;comprei achando que ia servir para o celular s7 e não serve, teria como trocar.ficou grande,
3;Bom!
3;OK
3;Recebei apenas um dos dois produtos. o Rolo de liberação miofascial não foi entregue.
